#,Date-Time (PDT),Ch: 1 - Temperature   (°C ),Stopped,End of File
176,04/16/2022 17:10:00,18.444,,
177,04/16/2022 17:20:00,18.466,,
178,04/16/2022 17:30:00,18.455,,
179,04/16/2022 17:40:00,18.455,,
180,04/16/2022 17:50:00,18.455,,
181,04/16/2022 18:00:00,18.444,,
182,04/16/2022 18:10:00,18.434,,
183,04/16/2022 18:20:00,18.455,,
184,04/16/2022 18:30:00,18.455,,
185,04/16/2022 18:40:00,18.444,,
186,04/16/2022 18:50:00,18.455,,
187,04/16/2022 19:00:00,18.477,,
188,04/16/2022 19:10:00,18.455,,
189,04/16/2022 19:20:00,18.455,,
190,04/16/2022 19:30:00,18.466,,
191,04/16/2022 19:40:00,18.477,,
192,04/16/2022 19:50:00,18.477,,
193,04/16/2022 20:00:00,18.455,,
194,04/16/2022 20:10:00,18.444,,
195,04/16/2022 20:20:00,18.455,,
196,04/16/2022 20:30:00,18.477,,
197,04/16/2022 20:40:00,18.477,,
198,04/16/2022 20:50:00,18.477,,
199,04/16/2022 21:00:00,18.477,,
200,04/16/2022 21:10:00,18.455,,
201,04/16/2022 21:20:00,18.444,,
202,04/16/2022 21:30:00,18.466,,
203,04/16/2022 21:40:00,18.466,,
204,04/16/2022 21:50:00,18.466,,
205,04/16/2022 22:00:00,18.466,,
206,04/16/2022 22:10:00,18.466,,
207,04/16/2022 22:20:00,18.455,,
208,04/16/2022 22:30:00,18.466,,
209,04/16/2022 22:40:00,18.455,,
210,04/16/2022 22:50:00,18.455,,
211,04/16/2022 23:00:00,18.444,,
212,04/16/2022 23:10:00,18.455,,
213,04/16/2022 23:20:00,18.466,,
214,04/16/2022 23:30:00,18.455,,
215,04/16/2022 23:40:00,18.455,,
216,04/16/2022 23:50:00,18.455,,
217,04/17/2022 00:00:00,18.434,,
218,04/17/2022 00:10:00,18.423,,
219,04/17/2022 00:20:00,18.434,,
220,04/17/2022 00:30:00,18.444,,
221,04/17/2022 00:40:00,18.423,,
222,04/17/2022 00:50:00,18.434,,
223,04/17/2022 01:00:00,18.434,,
224,04/17/2022 01:10:00,18.434,,
225,04/17/2022 01:20:00,18.423,,
226,04/17/2022 01:30:00,18.423,,
227,04/17/2022 01:40:00,18.434,,
228,04/17/2022 01:50:00,18.423,,
229,04/17/2022 02:00:00,18.423,,
230,04/17/2022 02:10:00,18.412,,
231,04/17/2022 02:20:00,18.423,,
232,04/17/2022 02:30:00,18.423,,
233,04/17/2022 02:40:00,18.391,,
234,04/17/2022 02:50:00,18.391,,
235,04/17/2022 03:00:00,18.401,,
236,04/17/2022 03:10:00,18.412,,
237,04/17/2022 03:20:00,18.412,,
238,04/17/2022 03:30:00,18.423,,
239,04/17/2022 03:40:00,18.401,,
240,04/17/2022 03:50:00,18.380,,
241,04/17/2022 04:00:00,18.412,,
242,04/17/2022 04:10:00,18.401,,
243,04/17/2022 04:20:00,18.391,,
244,04/17/2022 04:30:00,18.391,,
245,04/17/2022 04:40:00,18.412,,
246,04/17/2022 04:50:00,18.380,,
247,04/17/2022 05:00:00,18.369,,
248,04/17/2022 05:10:00,18.401,,
249,04/17/2022 05:20:00,18.380,,
250,04/17/2022 05:30:00,18.391,,
251,04/17/2022 05:40:00,18.391,,
252,04/17/2022 05:50:00,18.380,,
253,04/17/2022 06:00:00,18.391,,
254,04/17/2022 06:10:00,18.380,,
255,04/17/2022 06:20:00,18.359,,
256,04/17/2022 06:30:00,18.359,,
257,04/17/2022 06:40:00,18.380,,
258,04/17/2022 06:50:00,18.348,,
259,04/17/2022 07:00:00,18.348,,
260,04/17/2022 07:10:00,18.380,,
261,04/17/2022 07:20:00,18.348,,
262,04/17/2022 07:30:00,18.359,,
263,04/17/2022 07:40:00,18.348,,
264,04/17/2022 07:50:00,18.359,,
265,04/17/2022 08:00:00,18.337,,
266,04/17/2022 08:10:00,18.348,,
267,04/17/2022 08:20:00,18.337,,
268,04/17/2022 08:30:00,18.359,,
269,04/17/2022 08:40:00,18.348,,
270,04/17/2022 08:50:00,18.337,,
271,04/17/2022 09:00:00,18.369,,
272,04/17/2022 09:10:00,18.369,,
273,04/17/2022 09:20:00,18.369,,
274,04/17/2022 09:30:00,18.369,,
275,04/17/2022 09:40:00,18.348,,
276,04/17/2022 09:50:00,18.380,,
277,04/17/2022 10:00:00,18.380,,
278,04/17/2022 10:10:00,18.380,,
279,04/17/2022 10:20:00,18.401,,
280,04/17/2022 10:30:00,18.380,,
281,04/17/2022 10:40:00,18.401,,
282,04/17/2022 10:50:00,18.401,,
283,04/17/2022 11:00:00,18.380,,
284,04/17/2022 11:10:00,18.401,,
285,04/17/2022 11:20:00,18.391,,
286,04/17/2022 11:30:00,18.380,,
287,04/17/2022 11:40:00,18.337,,
288,04/17/2022 11:50:00,18.326,,
289,04/17/2022 12:00:00,18.305,,
290,04/17/2022 12:10:00,18.294,,
291,04/17/2022 12:20:00,18.294,,
292,04/17/2022 12:30:00,18.273,,
293,04/17/2022 12:40:00,18.273,,
294,04/17/2022 12:50:00,18.262,,
295,04/17/2022 13:00:00,18.251,,
296,04/17/2022 13:10:00,18.241,,
297,04/17/2022 13:20:00,18.251,,
298,04/17/2022 13:30:00,18.241,,
299,04/17/2022 13:40:00,18.241,,
300,04/17/2022 13:50:00,18.251,,
301,04/17/2022 14:00:00,18.251,,
302,04/17/2022 14:10:00,18.294,,
303,04/17/2022 14:20:00,18.294,,
304,04/17/2022 14:30:00,18.326,,
305,04/17/2022 14:40:00,18.305,,
306,04/17/2022 14:50:00,18.326,,
307,04/17/2022 15:00:00,18.337,,
308,04/17/2022 15:10:00,18.359,,
309,04/17/2022 15:20:00,18.359,,
310,04/17/2022 15:30:00,18.369,,
311,04/17/2022 15:40:00,18.369,,
312,04/17/2022 15:50:00,18.380,,
313,04/17/2022 16:00:00,18.391,,
314,04/17/2022 16:10:00,18.380,,
315,04/17/2022 16:20:00,18.391,,
316,04/17/2022 16:30:00,18.391,,
317,04/17/2022 16:40:00,18.391,,
318,04/17/2022 16:50:00,18.391,,
319,04/17/2022 17:00:00,18.412,,
320,04/17/2022 17:10:00,18.391,,
321,04/17/2022 17:20:00,18.391,,
322,04/17/2022 17:30:00,18.401,,
323,04/17/2022 17:40:00,18.423,,
324,04/17/2022 17:50:00,18.434,,
325,04/17/2022 18:00:00,18.423,,
326,04/17/2022 18:10:00,18.423,,
327,04/17/2022 18:20:00,18.444,,
328,04/17/2022 18:30:00,18.423,,
329,04/17/2022 18:40:00,18.423,,
330,04/17/2022 18:50:00,18.423,,
331,04/17/2022 19:00:00,18.434,,
332,04/17/2022 19:10:00,18.423,,
333,04/17/2022 19:20:00,18.455,,
334,04/17/2022 19:30:00,18.444,,
335,04/17/2022 19:40:00,18.444,,
336,04/17/2022 19:50:00,18.434,,
337,04/17/2022 20:00:00,18.466,,
338,04/17/2022 20:10:00,18.466,,
339,04/17/2022 20:20:00,18.477,,
340,04/17/2022 20:30:00,18.477,,
341,04/17/2022 20:40:00,18.477,,
342,04/17/2022 20:50:00,18.466,,
343,04/17/2022 21:00:00,18.477,,
344,04/17/2022 21:10:00,18.487,,
345,04/17/2022 21:20:00,18.466,,
346,04/17/2022 21:30:00,18.466,,
347,04/17/2022 21:40:00,18.466,,
348,04/17/2022 21:50:00,18.477,,
349,04/17/2022 22:00:00,18.498,,
350,04/17/2022 22:10:00,18.498,,
351,04/17/2022 22:20:00,18.498,,
352,04/17/2022 22:30:00,18.509,,
353,04/17/2022 22:40:00,18.509,,
354,04/17/2022 22:50:00,18.498,,
355,04/17/2022 23:00:00,18.498,,
356,04/17/2022 23:10:00,18.498,,
357,04/17/2022 23:20:00,18.487,,
358,04/17/2022 23:30:00,18.487,,
359,04/17/2022 23:40:00,18.509,,
360,04/17/2022 23:50:00,18.487,,
361,04/18/2022 00:00:00,18.509,,
362,04/18/2022 00:10:00,18.498,,
363,04/18/2022 00:20:00,18.509,,
364,04/18/2022 00:30:00,18.498,,
365,04/18/2022 00:40:00,18.498,,
366,04/18/2022 00:50:00,18.509,,
367,04/18/2022 01:00:00,18.509,,
368,04/18/2022 01:10:00,18.519,,
369,04/18/2022 01:20:00,18.519,,
370,04/18/2022 01:30:00,18.509,,
371,04/18/2022 01:40:00,18.530,,
372,04/18/2022 01:50:00,18.541,,
373,04/18/2022 02:00:00,18.519,,
374,04/18/2022 02:10:00,18.519,,
375,04/18/2022 02:20:00,18.530,,
376,04/18/2022 02:30:00,18.519,,
377,04/18/2022 02:40:00,18.530,,
378,04/18/2022 02:50:00,18.530,,
379,04/18/2022 03:00:00,18.541,,
380,04/18/2022 03:10:00,18.541,,
381,04/18/2022 03:20:00,18.509,,
382,04/18/2022 03:30:00,18.552,,
383,04/18/2022 03:40:00,18.541,,
384,04/18/2022 03:50:00,18.541,,
385,04/18/2022 04:00:00,18.541,,
386,04/18/2022 04:10:00,18.530,,
387,04/18/2022 04:20:00,18.552,,
388,04/18/2022 04:30:00,18.541,,
389,04/18/2022 04:40:00,18.552,,
390,04/18/2022 04:50:00,18.573,,
391,04/18/2022 05:00:00,18.562,,
392,04/18/2022 05:10:00,18.573,,
393,04/18/2022 05:20:00,18.562,,
394,04/18/2022 05:30:00,18.562,,
395,04/18/2022 05:40:00,18.562,,
396,04/18/2022 05:50:00,18.573,,
397,04/18/2022 06:00:00,18.573,,
398,04/18/2022 06:10:00,18.605,,
399,04/18/2022 06:20:00,18.595,,
400,04/18/2022 06:30:00,18.573,,
401,04/18/2022 06:40:00,18.595,,
402,04/18/2022 06:50:00,18.605,,
403,04/18/2022 07:00:00,18.616,,
404,04/18/2022 07:10:00,18.605,,
405,04/18/2022 07:20:00,18.616,,
406,04/18/2022 07:30:00,18.595,,
407,04/18/2022 07:40:00,18.595,,
408,04/18/2022 07:50:00,18.616,,
409,04/18/2022 08:00:00,18.627,,
410,04/18/2022 08:10:00,18.595,,
411,04/18/2022 08:20:00,18.616,,
412,04/18/2022 08:30:00,18.616,,
413,04/18/2022 08:40:00,18.616,,
414,04/18/2022 08:50:00,18.627,,
415,04/18/2022 09:00:00,18.605,,
416,04/18/2022 09:10:00,18.605,,
417,04/18/2022 09:20:00,18.616,,
418,04/18/2022 09:30:00,18.616,,
419,04/18/2022 09:40:00,18.627,,
420,04/18/2022 09:50:00,18.637,,
421,04/18/2022 10:00:00,18.616,,
422,04/18/2022 10:10:00,18.627,,
423,04/18/2022 10:20:00,18.637,,
424,04/18/2022 10:30:00,18.648,,
425,04/18/2022 10:40:00,18.637,,
426,04/18/2022 10:50:00,18.637,,
427,04/18/2022 11:00:00,18.637,,
428,04/18/2022 11:10:00,18.616,,
429,04/18/2022 11:20:00,18.605,,
430,04/18/2022 11:30:00,18.616,,
431,04/18/2022 11:40:00,18.605,,
432,04/18/2022 11:50:00,18.595,,
433,04/18/2022 12:00:00,18.595,,
434,04/18/2022 12:10:00,18.584,,
435,04/18/2022 12:20:00,18.562,,
436,04/18/2022 12:30:00,18.584,,
437,04/18/2022 12:40:00,18.573,,
438,04/18/2022 12:50:00,18.552,,
439,04/18/2022 13:00:00,18.562,,
440,04/18/2022 13:10:00,18.541,,
441,04/18/2022 13:20:00,18.509,,
442,04/18/2022 13:30:00,18.509,,
443,04/18/2022 13:40:00,18.498,,
444,04/18/2022 13:50:00,18.509,,
445,04/18/2022 14:00:00,18.509,,
446,04/18/2022 14:10:00,18.541,,
447,04/18/2022 14:20:00,18.519,,
448,04/18/2022 14:30:00,18.519,,
449,04/18/2022 14:40:00,18.573,,
450,04/18/2022 14:50:00,18.573,,
451,04/18/2022 15:00:00,18.562,,
452,04/18/2022 15:10:00,18.595,,
453,04/18/2022 15:20:00,18.584,,
454,04/18/2022 15:30:00,18.605,,
455,04/18/2022 15:40:00,18.605,,
456,04/18/2022 15:50:00,18.605,,
457,04/18/2022 16:00:00,18.627,,
458,04/18/2022 16:10:00,18.627,,
459,04/18/2022 16:20:00,18.627,,
460,04/18/2022 16:30:00,18.648,,
461,04/18/2022 16:40:00,18.627,,
462,04/18/2022 16:50:00,18.627,,
463,04/18/2022 17:00:00,18.637,,
464,04/18/2022 17:10:00,18.648,,
465,04/18/2022 17:20:00,18.648,,
466,04/18/2022 17:30:00,18.648,,
467,04/18/2022 17:40:00,18.659,,
468,04/18/2022 17:50:00,18.659,,
469,04/18/2022 18:00:00,18.670,,
470,04/18/2022 18:10:00,18.659,,
471,04/18/2022 18:20:00,18.659,,
472,04/18/2022 18:30:00,18.659,,
473,04/18/2022 18:40:00,18.659,,
474,04/18/2022 18:50:00,18.670,,
475,04/18/2022 19:00:00,18.670,,
476,04/18/2022 19:10:00,18.670,,
477,04/18/2022 19:20:00,18.659,,
478,04/18/2022 19:30:00,18.648,,
479,04/18/2022 19:40:00,18.648,,
480,04/18/2022 19:50:00,18.659,,
481,04/18/2022 20:00:00,18.648,,
482,04/18/2022 20:10:00,18.637,,
483,04/18/2022 20:20:00,18.627,,
484,04/18/2022 20:30:00,18.616,,
485,04/18/2022 20:40:00,18.627,,
486,04/18/2022 20:50:00,18.616,,
487,04/18/2022 21:00:00,18.616,,
488,04/18/2022 21:10:00,18.616,,
489,04/18/2022 21:20:00,18.616,,
490,04/18/2022 21:30:00,18.616,,
491,04/18/2022 21:40:00,18.616,,
492,04/18/2022 21:50:00,18.627,,
493,04/18/2022 22:00:00,18.605,,
494,04/18/2022 22:10:00,18.627,,
495,04/18/2022 22:20:00,18.595,,
496,04/18/2022 22:30:00,18.627,,
497,04/18/2022 22:40:00,18.616,,
498,04/18/2022 22:50:00,18.627,,
499,04/18/2022 23:00:00,18.605,,
500,04/18/2022 23:10:00,18.637,,
501,04/18/2022 23:20:00,18.616,,
502,04/18/2022 23:30:00,18.605,,
503,04/18/2022 23:40:00,18.627,,
504,04/18/2022 23:50:00,18.616,,
505,04/19/2022 00:00:00,18.637,,
506,04/19/2022 00:10:00,18.605,,
507,04/19/2022 00:20:00,18.595,,
508,04/19/2022 00:30:00,18.616,,
509,04/19/2022 00:40:00,18.616,,
510,04/19/2022 00:50:00,18.616,,
511,04/19/2022 01:00:00,18.605,,
512,04/19/2022 01:10:00,18.627,,
513,04/19/2022 01:20:00,18.616,,
514,04/19/2022 01:30:00,18.584,,
515,04/19/2022 01:40:00,18.595,,
516,04/19/2022 01:50:00,18.616,,
517,04/19/2022 02:00:00,18.627,,
518,04/19/2022 02:10:00,18.627,,
519,04/19/2022 02:20:00,18.637,,
520,04/19/2022 02:30:00,18.605,,
521,04/19/2022 02:40:00,18.605,,
522,04/19/2022 02:50:00,18.605,,
523,04/19/2022 03:00:00,18.605,,
524,04/19/2022 03:10:00,18.616,,
525,04/19/2022 03:20:00,18.616,,
526,04/19/2022 03:30:00,18.616,,
527,04/19/2022 03:40:00,18.605,,
528,04/19/2022 03:50:00,18.595,,
529,04/19/2022 04:00:00,18.616,,
530,04/19/2022 04:10:00,18.584,,
531,04/19/2022 04:20:00,18.616,,
532,04/19/2022 04:30:00,18.595,,
533,04/19/2022 04:40:00,18.627,,
534,04/19/2022 04:50:00,18.595,,
535,04/19/2022 05:00:00,18.584,,
536,04/19/2022 05:10:00,18.595,,
537,04/19/2022 05:20:00,18.595,,
538,04/19/2022 05:30:00,18.573,,
539,04/19/2022 05:40:00,18.605,,
540,04/19/2022 05:50:00,18.605,,
541,04/19/2022 06:00:00,18.584,,
542,04/19/2022 06:10:00,18.584,,
543,04/19/2022 06:20:00,18.595,,
544,04/19/2022 06:30:00,18.595,,
545,04/19/2022 06:40:00,18.584,,
546,04/19/2022 06:50:00,18.605,,
547,04/19/2022 07:00:00,18.595,,
548,04/19/2022 07:10:00,18.562,,
549,04/19/2022 07:20:00,18.616,,
550,04/19/2022 07:30:00,18.605,,
551,04/19/2022 07:40:00,18.573,,
552,04/19/2022 07:50:00,18.605,,
553,04/19/2022 08:00:00,18.595,,
554,04/19/2022 08:10:00,18.605,,
555,04/19/2022 08:20:00,18.605,,
556,04/19/2022 08:30:00,18.541,,
557,04/19/2022 08:40:00,18.477,,
558,04/19/2022 08:50:00,18.477,,
559,04/19/2022 09:00:00,18.466,,
560,04/19/2022 09:10:00,18.498,,
561,04/19/2022 09:20:00,18.519,,
562,04/19/2022 09:30:00,18.541,,
563,04/19/2022 09:40:00,18.573,,
564,04/19/2022 09:50:00,18.573,,
565,04/19/2022 10:00:00,18.595,,
566,04/19/2022 10:10:00,18.616,,
567,04/19/2022 10:20:00,18.616,,
568,04/19/2022 10:30:00,18.627,,
569,04/19/2022 10:40:00,18.637,,
570,04/19/2022 10:50:00,18.627,,
571,04/19/2022 11:00:00,18.659,,
572,04/19/2022 11:10:00,18.659,,
573,04/19/2022 11:20:00,18.659,,
574,04/19/2022 11:30:00,18.680,,
575,04/19/2022 11:40:00,18.659,,
576,04/19/2022 11:50:00,18.659,,
577,04/19/2022 12:00:00,18.670,,
578,04/19/2022 12:10:00,18.680,,
579,04/19/2022 12:20:00,18.659,,
580,04/19/2022 12:30:00,18.680,,
581,04/19/2022 12:40:00,18.680,,
582,04/19/2022 12:50:00,18.691,,
583,04/19/2022 13:00:00,18.702,,
584,04/19/2022 13:10:00,18.734,,
585,04/19/2022 13:20:00,18.745,,
586,04/19/2022 13:30:00,18.713,,
587,04/19/2022 13:40:00,18.723,,
588,04/19/2022 13:50:00,18.755,,
589,04/19/2022 14:00:00,18.755,,
590,04/19/2022 14:10:00,18.755,,
591,04/19/2022 14:20:00,18.745,,
592,04/19/2022 14:30:00,18.755,,
593,04/19/2022 14:40:00,18.745,,
594,04/19/2022 14:50:00,18.734,,
595,04/19/2022 15:00:00,18.766,,
596,04/19/2022 15:10:00,18.702,,
597,04/19/2022 15:20:00,18.670,,
598,04/19/2022 15:30:00,18.691,,
599,04/19/2022 15:40:00,18.691,,
600,04/19/2022 15:50:00,18.691,,
601,04/19/2022 16:00:00,18.723,,
602,04/19/2022 16:10:00,18.734,,
603,04/19/2022 16:20:00,18.745,,
604,04/19/2022 16:30:00,18.777,,
605,04/19/2022 16:40:00,18.788,,
606,04/19/2022 16:50:00,18.798,,
607,04/19/2022 17:00:00,18.809,,
608,04/19/2022 17:10:00,18.820,,
609,04/19/2022 17:20:00,18.830,,
610,04/19/2022 17:30:00,18.798,,
611,04/19/2022 17:40:00,18.820,,
612,04/19/2022 17:50:00,18.809,,
613,04/19/2022 18:00:00,18.798,,
614,04/19/2022 18:10:00,18.788,,
615,04/19/2022 18:20:00,18.755,,
616,04/19/2022 18:30:00,18.713,,
617,04/19/2022 18:40:00,18.734,,
618,04/19/2022 18:50:00,18.702,,
619,04/19/2022 19:00:00,18.702,,
620,04/19/2022 19:10:00,18.659,,
621,04/19/2022 19:20:00,18.637,,
622,04/19/2022 19:30:00,18.605,,
623,04/19/2022 19:40:00,18.605,,
624,04/19/2022 19:50:00,18.584,,
625,04/19/2022 20:00:00,18.541,,
626,04/19/2022 20:10:00,18.530,,
627,04/19/2022 20:20:00,18.509,,
628,04/19/2022 20:30:00,18.530,,
629,04/19/2022 20:40:00,18.562,,
630,04/19/2022 20:50:00,18.573,,
631,04/19/2022 21:00:00,18.584,,
632,04/19/2022 21:10:00,18.616,,
633,04/19/2022 21:20:00,18.637,,
634,04/19/2022 21:30:00,18.648,,
635,04/19/2022 21:40:00,18.637,,
636,04/19/2022 21:50:00,18.648,,
637,04/19/2022 22:00:00,18.659,,
638,04/19/2022 22:10:00,18.637,,
639,04/19/2022 22:20:00,18.659,,
640,04/19/2022 22:30:00,18.659,,
641,04/19/2022 22:40:00,18.659,,
642,04/19/2022 22:50:00,18.648,,
643,04/19/2022 23:00:00,18.659,,
644,04/19/2022 23:10:00,18.659,,
645,04/19/2022 23:20:00,18.627,,
646,04/19/2022 23:30:00,18.627,,
647,04/19/2022 23:40:00,18.659,,
648,04/19/2022 23:50:00,18.680,,
649,04/20/2022 00:00:00,18.659,,
650,04/20/2022 00:10:00,18.627,,
651,04/20/2022 00:20:00,18.616,,
652,04/20/2022 00:30:00,18.659,,
653,04/20/2022 00:40:00,18.659,,
654,04/20/2022 00:50:00,18.637,,
655,04/20/2022 01:00:00,18.659,,
656,04/20/2022 01:10:00,18.637,,
657,04/20/2022 01:20:00,18.637,,
658,04/20/2022 01:30:00,18.637,,
659,04/20/2022 01:40:00,18.637,,
660,04/20/2022 01:50:00,18.648,,
661,04/20/2022 02:00:00,18.627,,
662,04/20/2022 02:10:00,18.627,,
