"Plot Title: 21234301_Saturna"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21234301, SEN S/N: 21234301)","Stopped (LGR S/N: 21234301, SEN S/N: 21234301)","End Of File (LGR S/N: 21234301, SEN S/N: 21234301)"
185,04/16/22 06:40:00  PM,16.62,,
186,04/16/22 06:50:00  PM,16.65,,
187,04/16/22 07:00:00  PM,16.63,,
188,04/16/22 07:10:00  PM,16.63,,
189,04/16/22 07:20:00  PM,16.61,,
190,04/16/22 07:30:00  PM,16.60,,
191,04/16/22 07:40:00  PM,16.61,,
192,04/16/22 07:50:00  PM,16.57,,
193,04/16/22 08:00:00  PM,16.55,,
194,04/16/22 08:10:00  PM,16.50,,
195,04/16/22 08:20:00  PM,16.47,,
196,04/16/22 08:30:00  PM,16.44,,
197,04/16/22 08:40:00  PM,16.39,,
198,04/16/22 08:50:00  PM,16.31,,
199,04/16/22 09:00:00  PM,16.26,,
200,04/16/22 09:10:00  PM,16.20,,
201,04/16/22 09:20:00  PM,16.16,,
202,04/16/22 09:30:00  PM,16.30,,
203,04/16/22 09:40:00  PM,16.45,,
204,04/16/22 09:50:00  PM,16.73,,
205,04/16/22 10:00:00  PM,16.92,,
206,04/16/22 10:10:00  PM,17.33,,
207,04/16/22 10:20:00  PM,17.62,,
208,04/16/22 10:30:00  PM,17.72,,
209,04/16/22 10:40:00  PM,17.76,,
210,04/16/22 10:50:00  PM,17.76,,
211,04/16/22 11:00:00  PM,17.74,,
212,04/16/22 11:10:00  PM,17.69,,
213,04/16/22 11:20:00  PM,17.65,,
214,04/16/22 11:30:00  PM,17.54,,
215,04/16/22 11:40:00  PM,17.45,,
216,04/16/22 11:50:00  PM,17.31,,
217,04/17/22 12:00:00  AM,17.20,,
218,04/17/22 12:10:00  AM,17.10,,
219,04/17/22 12:20:00  AM,16.98,,
220,04/17/22 12:30:00  AM,16.90,,
221,04/17/22 12:40:00  AM,16.76,,
222,04/17/22 12:50:00  AM,16.69,,
223,04/17/22 01:00:00  AM,16.79,,
224,04/17/22 01:10:00  AM,16.90,,
225,04/17/22 01:20:00  AM,17.17,,
226,04/17/22 01:30:00  AM,17.29,,
227,04/17/22 01:40:00  AM,17.60,,
228,04/17/22 01:50:00  AM,17.78,,
229,04/17/22 02:00:00  AM,18.08,,
230,04/17/22 02:10:00  AM,18.17,,
231,04/17/22 02:20:00  AM,18.19,,
232,04/17/22 02:30:00  AM,18.18,,
233,04/17/22 02:40:00  AM,18.13,,
234,04/17/22 02:50:00  AM,18.05,,
235,04/17/22 03:00:00  AM,17.94,,
236,04/17/22 03:10:00  AM,17.82,,
237,04/17/22 03:20:00  AM,17.66,,
238,04/17/22 03:30:00  AM,17.53,,
239,04/17/22 03:40:00  AM,17.39,,
240,04/17/22 03:50:00  AM,17.30,,
241,04/17/22 04:00:00  AM,17.15,,
242,04/17/22 04:10:00  AM,17.02,,
243,04/17/22 04:20:00  AM,16.91,,
244,04/17/22 04:30:00  AM,17.02,,
245,04/17/22 04:40:00  AM,17.09,,
246,04/17/22 04:50:00  AM,17.34,,
247,04/17/22 05:00:00  AM,17.46,,
248,04/17/22 05:10:00  AM,17.76,,
249,04/17/22 05:20:00  AM,17.92,,
250,04/17/22 05:30:00  AM,18.18,,
251,04/17/22 05:40:00  AM,18.24,,
252,04/17/22 05:50:00  AM,18.27,,
253,04/17/22 06:00:00  AM,18.25,,
254,04/17/22 06:10:00  AM,18.23,,
255,04/17/22 06:20:00  AM,18.14,,
256,04/17/22 06:30:00  AM,18.05,,
257,04/17/22 06:40:00  AM,17.93,,
258,04/17/22 06:50:00  AM,17.80,,
259,04/17/22 07:00:00  AM,17.66,,
260,04/17/22 07:10:00  AM,17.54,,
261,04/17/22 07:20:00  AM,17.41,,
262,04/17/22 07:30:00  AM,17.28,,
263,04/17/22 07:40:00  AM,17.16,,
264,04/17/22 07:50:00  AM,17.04,,
265,04/17/22 08:00:00  AM,16.95,,
266,04/17/22 08:10:00  AM,16.84,,
267,04/17/22 08:20:00  AM,16.76,,
268,04/17/22 08:30:00  AM,16.95,,
269,04/17/22 08:40:00  AM,17.07,,
270,04/17/22 08:50:00  AM,17.34,,
271,04/17/22 09:00:00  AM,17.55,,
272,04/17/22 09:10:00  AM,17.80,,
273,04/17/22 09:20:00  AM,18.05,,
274,04/17/22 09:30:00  AM,18.20,,
275,04/17/22 09:40:00  AM,18.28,,
276,04/17/22 09:50:00  AM,18.26,,
277,04/17/22 10:00:00  AM,18.25,,
278,04/17/22 10:10:00  AM,18.24,,
279,04/17/22 10:20:00  AM,18.13,,
280,04/17/22 10:30:00  AM,18.09,,
281,04/17/22 10:40:00  AM,18.02,,
282,04/17/22 10:50:00  AM,17.94,,
283,04/17/22 11:00:00  AM,17.84,,
284,04/17/22 11:10:00  AM,17.77,,
285,04/17/22 11:20:00  AM,17.67,,
286,04/17/22 11:30:00  AM,17.59,,
287,04/17/22 11:40:00  AM,17.50,,
288,04/17/22 11:50:00  AM,17.43,,
289,04/17/22 12:00:00  PM,17.36,,
290,04/17/22 12:10:00  PM,17.30,,
291,04/17/22 12:20:00  PM,17.25,,
292,04/17/22 12:30:00  PM,17.19,,
293,04/17/22 12:40:00  PM,17.11,,
294,04/17/22 12:50:00  PM,17.06,,
295,04/17/22 01:00:00  PM,17.05,,
296,04/17/22 01:10:00  PM,17.00,,
297,04/17/22 01:20:00  PM,16.94,,
298,04/17/22 01:30:00  PM,16.94,,
299,04/17/22 01:40:00  PM,16.91,,
300,04/17/22 01:50:00  PM,16.87,,
301,04/17/22 02:00:00  PM,16.86,,
302,04/17/22 02:10:00  PM,16.86,,
303,04/17/22 02:20:00  PM,16.81,,
304,04/17/22 02:30:00  PM,16.75,,
305,04/17/22 02:40:00  PM,16.64,,
306,04/17/22 02:50:00  PM,16.59,,
307,04/17/22 03:00:00  PM,16.48,,
308,04/17/22 03:10:00  PM,16.36,,
309,04/17/22 03:20:00  PM,16.31,,
310,04/17/22 03:30:00  PM,16.26,,
311,04/17/22 03:40:00  PM,16.37,,
312,04/17/22 03:50:00  PM,16.55,,
313,04/17/22 04:00:00  PM,16.80,,
314,04/17/22 04:10:00  PM,16.94,,
315,04/17/22 04:20:00  PM,17.22,,
316,04/17/22 04:30:00  PM,17.36,,
317,04/17/22 04:40:00  PM,17.62,,
318,04/17/22 04:50:00  PM,17.72,,
319,04/17/22 05:00:00  PM,17.76,,
320,04/17/22 05:10:00  PM,17.80,,
321,04/17/22 05:20:00  PM,17.81,,
322,04/17/22 05:30:00  PM,17.80,,
323,04/17/22 05:40:00  PM,17.82,,
324,04/17/22 05:50:00  PM,17.79,,
325,04/17/22 06:00:00  PM,17.76,,
326,04/17/22 06:10:00  PM,17.76,,
327,04/17/22 06:20:00  PM,17.72,,
328,04/17/22 06:30:00  PM,17.65,,
329,04/17/22 06:40:00  PM,17.65,,
330,04/17/22 06:50:00  PM,17.62,,
331,04/17/22 07:00:00  PM,17.56,,
332,04/17/22 07:10:00  PM,17.52,,
333,04/17/22 07:20:00  PM,17.47,,
334,04/17/22 07:30:00  PM,17.46,,
335,04/17/22 07:40:00  PM,17.39,,
336,04/17/22 07:50:00  PM,17.34,,
337,04/17/22 08:00:00  PM,17.30,,
338,04/17/22 08:10:00  PM,17.25,,
339,04/17/22 08:20:00  PM,17.18,,
340,04/17/22 08:30:00  PM,17.11,,
341,04/17/22 08:40:00  PM,17.05,,
342,04/17/22 08:50:00  PM,16.99,,
343,04/17/22 09:00:00  PM,16.92,,
344,04/17/22 09:10:00  PM,16.87,,
345,04/17/22 09:20:00  PM,16.80,,
346,04/17/22 09:30:00  PM,16.76,,
347,04/17/22 09:40:00  PM,16.70,,
348,04/17/22 09:50:00  PM,16.64,,
349,04/17/22 10:00:00  PM,16.58,,
350,04/17/22 10:10:00  PM,16.55,,
351,04/17/22 10:20:00  PM,16.48,,
352,04/17/22 10:30:00  PM,16.42,,
353,04/17/22 10:40:00  PM,16.39,,
354,04/17/22 10:50:00  PM,16.32,,
355,04/17/22 11:00:00  PM,16.29,,
356,04/17/22 11:10:00  PM,16.24,,
357,04/17/22 11:20:00  PM,16.18,,
358,04/17/22 11:30:00  PM,16.14,,
359,04/17/22 11:40:00  PM,16.10,,
360,04/17/22 11:50:00  PM,16.05,,
361,04/18/22 12:00:00  AM,16.06,,
362,04/18/22 12:10:00  AM,16.33,,
363,04/18/22 12:20:00  AM,16.51,,
364,04/18/22 12:30:00  AM,16.78,,
365,04/18/22 12:40:00  AM,17.07,,
366,04/18/22 12:50:00  AM,17.29,,
367,04/18/22 01:00:00  AM,17.62,,
368,04/18/22 01:10:00  AM,17.78,,
369,04/18/22 01:20:00  AM,17.85,,
370,04/18/22 01:30:00  AM,17.85,,
371,04/18/22 01:40:00  AM,17.84,,
372,04/18/22 01:50:00  AM,17.83,,
373,04/18/22 02:00:00  AM,17.76,,
374,04/18/22 02:10:00  AM,17.69,,
375,04/18/22 02:20:00  AM,17.63,,
376,04/18/22 02:30:00  AM,17.54,,
377,04/18/22 02:40:00  AM,17.45,,
378,04/18/22 02:50:00  AM,17.37,,
379,04/18/22 03:00:00  AM,17.26,,
380,04/18/22 03:10:00  AM,17.18,,
381,04/18/22 03:20:00  AM,17.08,,
382,04/18/22 03:30:00  AM,16.99,,
383,04/18/22 03:40:00  AM,16.91,,
384,04/18/22 03:50:00  AM,16.85,,
385,04/18/22 04:00:00  AM,16.74,,
386,04/18/22 04:10:00  AM,16.69,,
387,04/18/22 04:20:00  AM,16.60,,
388,04/18/22 04:30:00  AM,16.55,,
389,04/18/22 04:40:00  AM,16.47,,
390,04/18/22 04:50:00  AM,16.42,,
391,04/18/22 05:00:00  AM,16.36,,
392,04/18/22 05:10:00  AM,16.30,,
393,04/18/22 05:20:00  AM,16.24,,
394,04/18/22 05:30:00  AM,16.21,,
395,04/18/22 05:40:00  AM,16.14,,
396,04/18/22 05:50:00  AM,16.11,,
397,04/18/22 06:00:00  AM,16.05,,
398,04/18/22 06:10:00  AM,16.06,,
399,04/18/22 06:20:00  AM,16.26,,
400,04/18/22 06:30:00  AM,16.43,,
401,04/18/22 06:40:00  AM,16.71,,
402,04/18/22 06:50:00  AM,16.98,,
403,04/18/22 07:00:00  AM,17.19,,
404,04/18/22 07:10:00  AM,17.47,,
405,04/18/22 07:20:00  AM,17.62,,
406,04/18/22 07:30:00  AM,17.65,,
407,04/18/22 07:40:00  AM,17.66,,
408,04/18/22 07:50:00  AM,17.63,,
409,04/18/22 08:00:00  AM,17.60,,
410,04/18/22 08:10:00  AM,17.54,,
411,04/18/22 08:20:00  AM,17.46,,
412,04/18/22 08:30:00  AM,17.38,,
413,04/18/22 08:40:00  AM,17.30,,
414,04/18/22 08:50:00  AM,17.19,,
415,04/18/22 09:00:00  AM,17.11,,
416,04/18/22 09:10:00  AM,17.03,,
417,04/18/22 09:20:00  AM,16.94,,
418,04/18/22 09:30:00  AM,16.86,,
419,04/18/22 09:40:00  AM,16.79,,
420,04/18/22 09:50:00  AM,16.72,,
421,04/18/22 10:00:00  AM,16.65,,
422,04/18/22 10:10:00  AM,16.59,,
423,04/18/22 10:20:00  AM,16.50,,
424,04/18/22 10:30:00  AM,16.45,,
425,04/18/22 10:40:00  AM,16.40,,
426,04/18/22 10:50:00  AM,16.37,,
427,04/18/22 11:00:00  AM,16.32,,
428,04/18/22 11:10:00  AM,16.26,,
429,04/18/22 11:20:00  AM,16.19,,
430,04/18/22 11:30:00  AM,16.14,,
431,04/18/22 11:40:00  AM,16.08,,
432,04/18/22 11:50:00  AM,16.06,,
433,04/18/22 12:00:00  PM,16.02,,
434,04/18/22 12:10:00  PM,15.99,,
435,04/18/22 12:20:00  PM,15.95,,
436,04/18/22 12:30:00  PM,15.92,,
437,04/18/22 12:40:00  PM,15.89,,
438,04/18/22 12:50:00  PM,15.86,,
439,04/18/22 01:00:00  PM,16.02,,
440,04/18/22 01:10:00  PM,16.15,,
441,04/18/22 01:20:00  PM,16.44,,
442,04/18/22 01:30:00  PM,16.60,,
443,04/18/22 01:40:00  PM,16.92,,
444,04/18/22 01:50:00  PM,17.05,,
445,04/18/22 02:00:00  PM,17.13,,
446,04/18/22 02:10:00  PM,17.17,,
447,04/18/22 02:20:00  PM,17.15,,
448,04/18/22 02:30:00  PM,17.13,,
449,04/18/22 02:40:00  PM,17.09,,
450,04/18/22 02:50:00  PM,17.04,,
451,04/18/22 03:00:00  PM,17.00,,
452,04/18/22 03:10:00  PM,16.94,,
453,04/18/22 03:20:00  PM,16.87,,
454,04/18/22 03:30:00  PM,16.80,,
455,04/18/22 03:40:00  PM,16.73,,
456,04/18/22 03:50:00  PM,16.66,,
457,04/18/22 04:00:00  PM,16.60,,
458,04/18/22 04:10:00  PM,16.54,,
459,04/18/22 04:20:00  PM,16.49,,
460,04/18/22 04:30:00  PM,16.41,,
461,04/18/22 04:40:00  PM,16.37,,
462,04/18/22 04:50:00  PM,16.31,,
463,04/18/22 05:00:00  PM,16.28,,
464,04/18/22 05:10:00  PM,16.22,,
465,04/18/22 05:20:00  PM,16.19,,
466,04/18/22 05:30:00  PM,16.14,,
467,04/18/22 05:40:00  PM,16.08,,
468,04/18/22 05:50:00  PM,16.05,,
469,04/18/22 06:00:00  PM,16.85,,
470,04/18/22 06:10:00  PM,16.43,,
471,04/18/22 06:20:00  PM,16.07,,
472,04/18/22 06:30:00  PM,15.77,,
473,04/18/22 06:40:00  PM,13.77,,
474,04/18/22 06:50:00  PM,8.93,,
475,04/18/22 07:00:00  PM,8.55,,
476,04/18/22 07:10:00  PM,8.53,,
477,04/18/22 07:20:00  PM,8.51,,
478,04/18/22 07:30:00  PM,8.50,,
479,04/18/22 07:40:00  PM,8.48,,
480,04/18/22 07:50:00  PM,8.45,,
481,04/18/22 08:00:00  PM,8.45,,
482,04/18/22 08:10:00  PM,8.45,,
483,04/18/22 08:20:00  PM,8.46,,
484,04/18/22 08:30:00  PM,8.44,,
485,04/18/22 08:40:00  PM,8.48,,
486,04/18/22 08:50:00  PM,8.46,,
487,04/18/22 09:00:00  PM,8.43,,
488,04/18/22 09:10:00  PM,8.41,,
489,04/18/22 09:20:00  PM,8.38,,
490,04/18/22 09:30:00  PM,8.42,,
491,04/18/22 09:40:00  PM,8.44,,
492,04/18/22 09:50:00  PM,8.43,,
493,04/18/22 10:00:00  PM,8.41,,
494,04/18/22 10:10:00  PM,8.43,,
495,04/18/22 10:20:00  PM,8.38,,
496,04/18/22 10:30:00  PM,8.39,,
497,04/18/22 10:40:00  PM,8.36,,
498,04/18/22 10:50:00  PM,8.26,,
499,04/18/22 11:00:00  PM,8.23,,
500,04/18/22 11:10:00  PM,8.31,,
501,04/18/22 11:20:00  PM,8.35,,
502,04/18/22 11:30:00  PM,8.39,,
503,04/18/22 11:40:00  PM,8.41,,
504,04/18/22 11:50:00  PM,8.42,,
505,04/19/22 12:00:00  AM,8.41,,
506,04/19/22 12:10:00  AM,8.41,,
507,04/19/22 12:20:00  AM,8.39,,
508,04/19/22 12:30:00  AM,8.39,,
509,04/19/22 12:40:00  AM,8.39,,
510,04/19/22 12:50:00  AM,8.38,,
511,04/19/22 01:00:00  AM,8.38,,
512,04/19/22 01:10:00  AM,8.36,,
513,04/19/22 01:20:00  AM,8.35,,
514,04/19/22 01:30:00  AM,8.36,,
515,04/19/22 01:40:00  AM,8.36,,
516,04/19/22 01:50:00  AM,8.34,,
517,04/19/22 02:00:00  AM,8.34,,
518,04/19/22 02:10:00  AM,8.29,,
519,04/19/22 02:20:00  AM,8.24,,
520,04/19/22 02:30:00  AM,8.24,,
521,04/19/22 02:40:00  AM,8.28,,
522,04/19/22 02:50:00  AM,8.26,,
523,04/19/22 03:00:00  AM,8.24,,
524,04/19/22 03:10:00  AM,8.26,,
525,04/19/22 03:20:00  AM,8.30,,
526,04/19/22 03:30:00  AM,8.29,,
527,04/19/22 03:40:00  AM,8.31,,
528,04/19/22 03:50:00  AM,8.30,,
529,04/19/22 04:00:00  AM,8.31,,
530,04/19/22 04:10:00  AM,8.28,,
531,04/19/22 04:20:00  AM,8.29,,
532,04/19/22 04:30:00  AM,8.23,,
533,04/19/22 04:40:00  AM,8.26,,
534,04/19/22 04:50:00  AM,8.24,,
535,04/19/22 05:00:00  AM,8.26,,
536,04/19/22 05:10:00  AM,8.24,,
537,04/19/22 05:20:00  AM,8.27,,
538,04/19/22 05:30:00  AM,8.28,,
539,04/19/22 05:40:00  AM,8.20,,
540,04/19/22 05:50:00  AM,8.24,,
541,04/19/22 06:00:00  AM,8.22,,
542,04/19/22 06:10:00  AM,8.11,,
543,04/19/22 06:20:00  AM,8.05,,
544,04/19/22 06:30:00  AM,8.01,,
545,04/19/22 06:40:00  AM,7.90,,
546,04/19/22 06:50:00  AM,7.92,,
547,04/19/22 07:00:00  AM,8.02,,
548,04/19/22 07:10:00  AM,8.14,,
549,04/19/22 07:20:00  AM,8.20,,
550,04/19/22 07:30:00  AM,8.19,,
551,04/19/22 07:40:00  AM,8.08,,
552,04/19/22 07:50:00  AM,8.18,,
553,04/19/22 08:00:00  AM,8.30,,
554,04/19/22 08:10:00  AM,8.32,,
555,04/19/22 08:20:00  AM,8.34,,
556,04/19/22 08:30:00  AM,8.33,,
557,04/19/22 08:40:00  AM,8.33,,
558,04/19/22 08:50:00  AM,8.29,,
559,04/19/22 09:00:00  AM,8.32,,
560,04/19/22 09:10:00  AM,8.34,,
561,04/19/22 09:20:00  AM,8.34,,
562,04/19/22 09:30:00  AM,8.35,,
563,04/19/22 09:40:00  AM,8.35,,
564,04/19/22 09:50:00  AM,8.36,,
565,04/19/22 10:00:00  AM,8.38,,
566,04/19/22 10:10:00  AM,8.45,,
567,04/19/22 10:20:00  AM,8.49,,
568,04/19/22 10:30:00  AM,8.62,,
569,04/19/22 10:40:00  AM,8.73,,
570,04/19/22 10:50:00  AM,8.74,,
571,04/19/22 11:00:00  AM,8.79,,
572,04/19/22 11:10:00  AM,8.89,,
573,04/19/22 11:20:00  AM,9.04,,
574,04/19/22 11:30:00  AM,9.04,,
575,04/19/22 11:40:00  AM,9.06,,
576,04/19/22 11:50:00  AM,9.00,,
577,04/19/22 12:00:00  PM,9.09,,
578,04/19/22 12:10:00  PM,9.14,,
579,04/19/22 12:20:00  PM,9.20,,
580,04/19/22 12:30:00  PM,9.14,,
581,04/19/22 12:40:00  PM,9.11,,
582,04/19/22 12:50:00  PM,8.91,,
583,04/19/22 01:00:00  PM,9.11,,
584,04/19/22 01:10:00  PM,9.45,,
585,04/19/22 01:20:00  PM,9.48,,
586,04/19/22 01:30:00  PM,9.35,,
587,04/19/22 01:40:00  PM,9.23,,
588,04/19/22 01:50:00  PM,9.23,,
589,04/19/22 02:00:00  PM,9.15,,
590,04/19/22 02:10:00  PM,9.11,,
591,04/19/22 02:20:00  PM,9.12,,
592,04/19/22 02:30:00  PM,9.17,,
593,04/19/22 02:40:00  PM,9.20,,
594,04/19/22 02:50:00  PM,9.22,,
595,04/19/22 03:00:00  PM,9.23,,
596,04/19/22 03:10:00  PM,9.25,,
597,04/19/22 03:20:00  PM,9.26,,
